Gene,aboral1,aboral2,aboral3,aboral4,oral1,oral2,oral3,oral4
ML03033a,457,435,390,428,333,372,285,369
ML03034a,979,1191,1222,1204,1368,972,838,806
ML03035a,0,0,0,0,0,0,0,0
ML03036a,24,39,37,35,17,34,17,25
ML03037a,9,23,3,13,33,14,17,13
ML03038a,1,2,2,0,0,2,2,2
ML03039a,1,4,2,0,2,3,6,1
ML030410a,9,5,10,3,13,7,4,5
ML030411a,57,60,47,29,45,22,33,54
ML030412a,586,1132,1575,837,625,512,385,566
ML030413a,68,187,92,89,79,47,81,44
ML030414a,80,60,76,53,104,15,59,50
ML030415a,2828,2285,2681,2516,1840,2347,1827,2011
ML030416a,523,413,503,383,516,458,302,401
ML030417a,16,0,6,6,11,1,5,4
ML030418a,5,12,63,14,5,80,11,9
ML030419a,287,103,147,93,208,236,83,180
ML03041a,65,108,97,61,41,27,31,41
ML030420a,0,0,0,0,0,0,0,0
ML030421a,122,70,75,90,74,66,42,74
ML030422a,695,848,952,706,841,596,697,724
ML03042a,1151,9383,7425,9356,2357,2415,3544,1337
ML03043a,1,5,5,7,0,3,0,2
ML03044a,365,399,397,439,293,438,383,403
ML03045a,139,92,107,97,247,128,204,180
ML03046a,1,0,3,1,0,1,4,0
ML03047a,63,74,129,72,70,76,45,41
ML03048a,105,86,66,63,156,61,78,77
ML03049a,25,30,29,25,37,32,29,37
ML030510a,184,159,203,109,271,92,87,133
ML030511a,243,390,294,62,26,40,27,54
ML030512a,121,299,381,68,414,216,132,241
ML030513a,1412,2537,1791,2467,967,679,1074,1034
ML030514a,1382,1663,1584,1973,1608,1468,1849,1504
ML030515a,161,117,139,140,110,120,102,83
ML030516a,6,9,11,5,2,3,5,5
ML030517a,0,1,0,0,0,2,0,0
ML030518a,81,33,32,32,65,68,65,47
ML030519a,658,1230,1273,1501,240,271,532,583
ML03051a,16,27,18,5,2,0,0,3
ML030520a,2,0,3,1,24,37,40,47
ML030521a,1,0,3,1,4,2,0,2
ML030522a,59,88,141,36,832,430,435,615
ML030523a,110,251,188,107,73,108,72,99
ML030524a,949,994,801,799,588,698,513,662
ML030525a,0,0,1,1,0,1,0,0
ML030526a,775,816,864,732,388,522,625,675
ML030527a,130,112,165,82,125,111,76,113
ML030528a,60,59,70,33,109,68,28,59
ML030529a,234,245,284,204,424,234,158,175
ML03052a,123,158,97,171,67,91,130,99
ML030530a,144,119,123,93,122,109,98,93
ML03053a,52,65,81,42,63,62,56,85
ML03054a,1375,1593,1854,1293,1201,1042,1058,1363
ML03055a,128,280,209,232,217,143,149,184
ML03056a,0,0,0,1,0,0,0,0
ML03057a,43,31,26,58,82,69,118,124
ML03058a,1486,1592,1568,2004,718,726,1339,1108
ML03059a,146,115,205,192,280,104,141,156
ML03061a,297,17,85,6,191,174,23,128
ML03062a,221,43,27,184,69,29,190,353
ML03081a,0,0,1,0,0,0,0,0
ML030910a,0,0,0,0,0,0,0,0
ML030911a,337,282,330,182,597,260,234,264
ML030912a,0,0,0,0,0,0,0,0
ML030913a,365,440,409,322,399,393,264,281
ML030914a,0,0,0,0,30,30,35,36
ML030915a,0,0,0,0,0,0,0,0
ML030916a,134,238,275,324,207,194,302,260
ML030917a,756,782,859,700,1081,681,584,688
ML030918a,144,128,115,117,67,119,73,107
ML030919a,0,0,1,0,0,0,1,1
ML03091a,130,202,260,138,413,215,200,274
ML030920a,8,13,12,7,27,29,11,36
ML030921a,584,428,444,418,473,347,359,403
ML030922a,359,445,379,399,416,355,210,307
ML030923a,46,35,30,35,51,20,24,40
ML030924a,316,253,251,216,147,238,173,187
ML030925a,104,111,105,67,27,87,43,65
ML03092a,0,0,0,1,0,0,1,2
ML03093a,369,381,388,293,471,333,281,279
ML03094a,123,126,136,159,233,106,106,114
ML03095a,9,7,6,7,5,6,4,10
ML03096a,52,42,53,59,42,45,39,44
ML03097a,98,4,27,1,28,58,6,23
ML03098a,461,312,429,238,272,303,254,465
ML03099a,165,238,247,277,194,156,184,228
ML03101a,3804,5780,6030,6838,2413,1627,2097,2123
ML03102a,2,0,0,0,1,5,0,1
ML03103a,439,378,443,532,481,247,256,245
ML03104a,823,831,1032,962,931,560,515,568
ML03111a,0,0,0,0,0,0,0,0
ML031210a,38,79,86,389,3,5,3,7
ML03121a,694,548,729,403,550,487,355,567
ML03122a,258,208,266,104,209,179,149,320
ML03123a,306,291,288,225,305,294,214,203
ML03124a,0,0,0,0,0,0,0,0
ML03125a,345,318,433,335,411,336,269,303
ML03126a,0,4,1,1,3,29,20,17
ML03127a,16,1,6,12,26,16,10,9
ML03128a,432,251,434,343,368,291,251,343
ML03129a,694,902,435,310,2530,1318,2686,2684
ML03131a,663,1837,1417,1835,92,272,396,297
ML03132a,1042,2608,2207,2900,844,711,1179,790
ML03133a,21,40,23,32,12,15,11,11
ML03134a,982,274,305,1168,138,1976,1741,6213
ML03135a,82,5,26,3,79,59,3,52
ML03136a,11,93,5,3,33,13,3,8
ML03151a,256,289,312,250,375,310,341,298
ML03152a,90,84,92,52,24,112,50,69
ML03153a,130,157,196,82,133,148,85,194
ML031710a,3429,2780,3109,2314,3329,2725,1863,2291
ML031711a,0,1,0,0,1,2,1,5
ML031712a,4,3,3,1,155,125,74,163
ML031713a,98,231,148,218,77,156,377,220
ML031714a,125,172,101,73,156,118,197,156
ML031715a,668,661,739,781,588,740,798,768
ML031716a,0,0,0,0,0,0,0,0
ML031717a,0,0,0,0,0,0,0,0
ML031718a,6005,6739,6568,6239,6639,5305,5071,4750
ML031719a,566,548,511,475,604,465,310,418
ML03171a,20,10,7,7,3,5,4,14
ML03172a,1383,1106,1301,1415,814,738,423,715
ML03173a,0,0,0,0,0,0,0,0
ML03174a,3,3,1,2,0,0,2,1
ML03175a,16,31,22,26,11,12,16,5
ML03176a,1505,2399,1927,2389,1465,728,1317,1083
ML03177a,45,67,59,68,42,31,23,38
ML03178a,496,112,208,52,350,289,105,226
ML03179a,78,93,79,49,44,97,43,45
ML03181a,754,676,809,710,468,574,528,573
ML03182a,1588,1709,1789,1476,1247,1296,1090,1304
ML03183a,0,0,0,0,0,0,0,0
ML03184a,0,0,0,0,0,0,0,0
ML03185a,25,27,32,20,15,20,15,23
ML03186a,194,38,70,22,124,169,83,118
ML03191a,1155,1712,1710,1794,873,959,987,952
ML03192a,188,344,223,382,146,170,161,134
ML03193a,1542,1470,1953,1574,2090,1580,1304,1436
ML03194a,6,0,12,1,8,1,4,6
ML03195a,200,105,106,99,62,54,39,56
ML03196a,608,51,259,21,249,330,50,167
ML03197a,783,877,887,815,856,763,843,779
ML03198a,0,0,0,0,0,0,0,0
ML03199a,0,0,0,0,0,0,0,0
ML032110a,3802,6489,6874,3994,5477,4117,5283,5404
ML032111a,12,21,16,15,43,24,41,30
ML032112a,485,719,607,618,506,387,415,425
ML032113a,33,57,54,38,56,16,19,23
ML032114a,651,1133,883,840,832,569,688,597
ML03211a,274,323,271,354,92,126,95,168
ML03212a,383,377,374,428,218,322,294,291
ML03213a,30,8,15,20,659,2055,6033,8372
ML03214a,0,0,0,0,0,0,0,0
ML03215a,188,194,227,141,364,147,264,232
ML03216a,323,666,398,231,1185,471,568,2252
ML03217a,166,66,87,14,210,125,83,105
ML03218a,0,3,0,0,106,81,103,72
ML03219a,18,62,2,13,2,23,14,7
ML032210a,181,325,291,318,188,59,199,171
ML032211a,5350,445,1784,316,5079,3120,304,1793
ML032212a,1072,1002,1078,1048,1000,901,807,902
ML032213a,6,3,1,2,7,2,3,6
ML032214a,968,899,937,929,699,681,485,807
ML032215a,121,120,104,131,56,111,85,79
ML032216a,716,819,633,699,664,644,505,573
ML032217a,415,355,427,397,387,426,311,289
ML032218a,4,4,11,6,6,15,13,9
ML032219a,29,33,27,25,96,38,73,42
ML03221a,339,425,307,318,285,264,284,299
ML032220a,1641,1928,2138,2533,1008,684,934,896
ML032221a,0,0,5,0,0,1,1,0
ML032222a,6,3,9,3,22,51,29,26
ML032223a,27,49,24,9,10,61,8,28
ML03222a,426,981,781,930,373,403,430,272
ML03223a,608,979,802,567,563,626,491,594
ML03224a,4115,3695,2642,2133,3171,1991,4497,3516
ML03225a,1,1,0,2,4,9,3,5
ML03226a,36,25,46,8,8,60,13,52
ML03227a,16,6,20,6,4,19,9,17
ML03228a,0,0,1,2,5,5,6,2
ML03229a,1885,2021,1369,1263,1650,1046,2458,1776
ML032310a,94,83,73,53,73,71,55,69
ML032311a,467,432,485,550,133,154,292,284
ML032312a,108,189,137,209,79,95,68,92
ML032313a,75,49,73,58,26,68,49,56
ML032314a,124,138,132,112,91,73,50,116
ML032315a,15,13,37,12,10,18,15,9
ML032316a,129,105,98,84,41,101,70,80
ML032317a,5128,6666,5328,1744,5723,4648,2284,5332
ML032318a,402,422,319,267,250,303,274,279
ML032319a,126,137,169,143,161,101,102,108
ML03231a,65,79,100,59,86,45,43,53
ML032320a,1015,941,1094,829,880,815,719,718
ML032321a,0,0,0,0,3,0,0,2
ML032322a,196,231,222,201,183,180,169,168
ML032323a,196,242,272,179,211,142,166,221
ML032324a,19,17,39,48,13,15,51,25
ML032325a,0,0,0,0,0,0,0,0
ML032326a,51,6,30,11,7,16,54,52
ML032327a,281,316,338,336,165,249,207,229
ML032328a,1015,1303,1174,958,1358,1017,835,944
ML032329a,103,117,132,164,155,130,161,136
ML03232a,309,269,246,296,346,293,223,246
ML032330a,17,13,11,6,0,0,9,5
ML032331a,126,103,95,98,185,169,117,91
ML032332a,1846,1552,2021,1628,2626,1812,1262,1554
ML032333a,686,1172,1024,903,781,277,482,538
ML032334a,7,18,11,15,7,9,4,9
ML03233a,104,142,40,127,120,36,73,79
ML03234a,1213,999,910,901,1359,652,880,986
ML03235a,2,8,4,5,1,10,1,2
ML03236a,977,628,831,551,1047,584,451,515
ML03237a,577,590,634,720,494,299,340,331
ML03238a,272,191,315,250,264,112,153,191
ML03239a,50,47,57,45,86,38,41,44
ML032410b,64,67,97,99,135,97,151,134
ML032411a,77,65,82,52,69,43,51,66
ML032412a,3,0,0,0,27,24,15,29
ML032413a,1311,5449,3941,456,23,18,0,64
ML032414a,26,35,14,25,91,85,132,71
ML032415a,28,55,46,36,19,48,25,18
ML032416a,583,828,633,323,394,317,256,477
ML03241a,0,1,0,0,2,1,0,0
ML03242a,192,233,217,307,417,233,317,270
ML03243a,466,719,807,757,377,570,651,537
ML03244a,0,0,0,0,0,0,0,0
ML03245a,14,8,9,2,5,2,6,2
ML03246a,410,391,494,380,511,417,282,357
ML03247a,5,4,0,8,16,15,24,13
ML03248a,256,470,507,542,181,187,304,198
ML03249a,47,157,31,21,0,2,1,3
ML032510a,0,0,0,0,0,0,0,0
ML032511a,262,244,230,194,241,324,141,198
ML032512a,437,480,516,378,503,393,314,367
ML032513a,4,3,0,0,1,1,8,3
ML032514a,0,0,1,0,2,4,0,2
ML032515a,83,152,117,31,116,94,135,108
ML032516a,1220,1320,1440,1324,964,1173,954,1207
ML032517a,501,345,405,305,463,512,334,401
ML032518a,505,617,589,457,882,852,1003,853
ML032519a,72,11,4,6,14,7,5,46
ML03251a,8,13,12,5,70,34,59,53
ML032520a,53,50,52,48,46,38,34,42
ML032521a,339,369,427,471,487,342,321,257
ML032522a,0,0,0,0,117,229,158,140
ML032523a,435,427,387,376,566,317,300,309
ML032524a,112,114,81,87,85,65,81,72
ML03252a,291,169,230,126,421,329,198,202
ML03253a,0,0,0,0,0,0,0,0
ML03254a,0,0,0,0,0,0,0,0
ML03255a,175,149,174,170,65,174,136,126
ML03256a,118,109,162,105,174,128,86,142
ML03257a,0,0,0,0,0,0,0,0
ML03258a,980,912,1063,840,671,675,580,751
ML03259a,0,0,0,0,0,0,0,0
ML03261a,2018,2392,2148,2337,1507,2047,1899,1768
ML03262a,8,9,3,7,7,7,2,5
ML03263a,36,44,35,18,39,28,31,31
ML03264a,10,13,10,10,24,18,32,20
ML03265a,59,75,46,39,124,95,59,52
ML03266a,3152,1659,1890,1565,3588,2509,1459,1695
ML03267a,1746,2268,2240,1994,2240,1764,1443,1497
ML03268a,8,60,4,0,945,584,0,3
ML03269a,225,183,217,215,85,202,140,140
ML03271a,144,148,149,112,169,137,97,140
ML03272a,259,265,327,233,320,212,188,219
ML03273a,335,276,341,228,335,269,199,222
ML03274a,1,4,7,0,5,4,2,1
ML03275a,362,295,395,295,512,283,272,305
ML03276a,38,69,74,47,39,24,33,33
ML03277a,407,498,486,492,426,362,454,415
ML03281a,527,615,616,517,622,544,516,492
ML032910a,1079,959,1121,844,1128,1259,915,1060
ML032911a,147,149,178,169,180,146,137,135
ML032912a,183,137,170,133,135,165,106,130
ML032913a,257,220,281,201,239,238,212,218
ML032914a,2835,2297,2738,2475,3060,2153,1792,1999
ML032915a,392,356,408,391,802,387,348,430
ML032916a,187,150,184,159,192,163,151,158
ML032917a,796,791,902,861,1270,779,753,780
ML032918a,312,364,367,310,428,316,293,308
ML032919a,8,13,6,1,64,67,115,65
ML03291a,946,1169,1220,1638,846,494,641,651
ML032920a,89,236,562,129,157,473,264,87
ML03292a,34,36,26,64,8,8,32,35
ML03293a,1105,744,788,767,779,837,589,813
ML03294a,658,327,450,413,507,361,314,476
ML03295a,0,0,0,0,0,0,0,0
ML03296a,0,0,0,0,0,0,0,0
ML03297a,76,55,89,73,82,75,49,63
ML03298a,102,83,92,106,93,88,90,82
ML03299a,185,112,139,82,476,353,606,656
ML033110a,569,624,701,676,866,567,402,443
ML033111a,0,0,0,0,0,0,0,0
ML033112a,0,0,0,2,2,1,3,1
ML033113a,1,2,0,0,0,0,0,0
ML033114a,669,830,864,694,1182,656,562,610
ML033115a,2512,152,594,9,1135,1198,95,780
ML033116a,2,4,5,2,2,3,4,1
ML033117a,1240,2763,1938,2862,1205,796,1050,857
ML03311a,0,0,0,0,0,0,0,0
ML03312a,11593,13668,15063,13057,19501,9868,9790,10945
ML03313a,9,8,12,15,24,9,6,15
ML03314a,0,0,0,0,0,0,0,0
ML03315a,6073,7496,8112,6975,10882,5030,5051,5654
ML03316a,0,0,0,0,0,0,0,0
ML03317a,983,1770,1237,1670,832,815,885,772
ML03318a,1245,765,872,710,930,897,526,776
ML03319a,0,0,8,1,0,2,0,0
ML033210a,28,12,32,47,29,48,34,33
ML033211a,0,0,1,0,0,0,0,0
ML033212a,445,597,614,832,443,453,408,388
ML033213a,415,520,455,561,585,336,461,352
ML033214a,1436,1697,2131,1877,1402,707,888,838
ML033215a,141,82,112,72,152,161,74,124
ML033216a,89,88,84,81,133,81,48,87
ML033217a,1926,2494,2290,2358,1906,1744,1730,1754
ML033218a,242,184,317,236,197,120,160,196
ML033219a,3,4,7,13,1,2,12,2
ML03321a,360,475,405,356,327,240,248,280
ML033220a,514,546,681,514,344,497,416,429
ML033221a,5,9,5,8,5,7,1,4
ML033222a,15,28,17,34,7,15,11,10
ML033223a,9,4,15,11,4,2,6,4
ML033224a,339,174,399,245,6,11,0,17
ML033225a,109,31,398,59,246,76,51,75
ML033226a,107,133,145,94,288,135,79,110
ML033227a,458,169,244,166,214,277,161,181
ML033228a,0,0,0,0,0,0,0,0
ML033229a,86,66,95,74,155,118,117,125
ML03322a,3,4,8,4,3,1,1,0
ML033230a,1,1,0,0,50,154,192,100
ML033231a,11,0,26,0,63,33,56,32
ML033232a,0,0,0,0,0,0,0,0
ML033233a,98,148,175,163,175,134,187,157
ML033234a,2701,3007,3289,3853,2383,1446,1572,1571
ML033235a,3,9,8,1,2,9,20,6
ML033236a,43,60,48,31,33,36,63,49
ML033237a,4015,4367,4061,4017,4877,3474,3748,3641
ML033238a,254,283,278,213,294,218,149,241
ML033239a,633,587,589,463,795,519,531,589
ML03323a,508,587,511,472,539,537,467,469
ML033240a,259,302,290,227,297,264,221,239
ML033241a,209,241,208,234,201,232,211,131
ML033242a,53,33,72,57,115,39,52,65
ML033243a,461,657,595,625,556,481,428,398
ML033244a,399,845,499,548,486,940,703,449
ML033245a,2167,35,404,0,1020,665,40,677
ML033246a,6,2,7,3,0,18,2,15
ML033247a,0,0,0,0,0,0,0,0
ML033248a,343,332,433,321,446,263,219,306
ML033249a,0,0,0,0,0,0,0,0
ML03324a,92,105,97,76,111,102,104,136
ML033250a,0,0,0,0,0,0,0,0
ML033251a,0,0,0,0,0,0,0,0
ML033252a,65,75,30,39,37,53,52,48
ML03325a,139,96,73,117,165,75,103,125
ML03326a,1225,1134,1127,1069,1197,1016,745,944
ML03327a,411,435,457,467,489,329,354,306
ML03328a,3,6,3,8,61,158,183,92
ML03329a,82,63,57,448,479,65,331,52
ML03331a,123,182,180,168,195,105,137,140
ML03332a,399,516,441,541,471,371,299,308
ML03333a,0,0,0,1,0,0,0,0
ML033410a,151,261,245,195,161,167,218,263
ML033411a,0,0,0,0,0,0,0,0
ML033412a,0,0,0,0,0,0,0,0
ML033413a,103,86,120,93,162,123,92,108
ML033414a,1192,1161,1186,1080,1409,1038,966,1025
ML033415a,412,432,476,427,348,386,315,419
ML033416a,102,217,226,209,248,145,156,76
ML033417a,78,170,176,165,123,88,88,61
ML033418a,5,1,3,4,2,3,1,1
ML033419a,0,0,0,1,0,0,0,0
ML03341a,7,6,3,3,2,3,3,7
ML03342a,1,12,8,10,84,228,228,157
ML03343a,673,171,217,1122,145,828,1017,2389
ML03344a,397,270,288,293,358,379,229,269
ML03345a,153,180,213,136,233,160,120,132
ML03346a,459,541,504,456,622,503,424,433
ML03347a,273,238,255,209,239,209,213,189
ML03348a,0,0,0,0,0,0,0,0
ML03349a,1367,50,457,20,1330,702,68,982
ML03351a,66,44,70,33,28,54,24,110
ML03352a,481,462,582,478,404,351,240,269
ML03353a,590,538,591,472,289,518,305,392
ML03354a,143,282,226,147,20,17,16,23
ML033610a,0,0,0,0,0,0,0,0
ML033611a,1462,1101,1375,1245,911,622,478,801
ML033612a,505,377,438,307,402,298,185,238
ML033613a,1380,1384,1373,1113,1293,1112,853,962
ML033614a,769,573,654,640,653,478,247,389
ML033615a,55,36,14,34,46,10,18,51
ML033616a,212,245,270,213,142,175,129,126
ML033617a,543,352,411,253,443,449,234,319
ML033618a,272,338,324,296,447,293,329,309
ML033619a,6903,8701,10511,7970,14780,6926,6827,7942
ML03361a,324,308,336,316,298,276,236,258
ML033620a,3840,3755,3950,3764,3788,3114,2685,2862
ML033621a,4192,110,1164,10,2482,2871,138,3010
ML033622a,698,537,583,488,1063,537,483,611
ML033623a,105,108,134,111,89,105,82,121
ML033624a,758,616,682,542,728,592,525,588
ML033625a,582,482,445,391,420,469,340,389
ML033626a,0,0,1,0,4,5,5,4
ML033627a,454,402,479,423,533,403,396,336
ML033628a,1732,1746,1920,1730,1529,1494,1110,1219
ML03362a,0,0,0,0,0,0,0,1
ML03363a,142,159,73,122,53,107,126,136
ML03364a,365,455,451,417,410,314,330,296
ML03365a,138,105,136,75,118,118,70,121
ML03366a,183,158,172,125,186,134,106,141
ML03367a,159,241,287,243,325,227,253,162
ML03368a,1470,1297,1395,1270,828,1183,872,1019
ML03369a,985,869,730,734,953,981,1058,975
ML033910a,200,182,219,180,221,197,180,165
ML033911a,817,973,1294,663,1027,976,1142,1157
ML03391a,816,1204,1312,1534,618,458,474,333
ML03392a,682,689,614,787,688,636,482,526
ML03393a,106,105,60,109,128,95,81,95
ML03394a,556,755,671,807,553,472,450,518
ML03395a,306,571,456,685,88,115,181,242
ML03396a,303,249,506,301,341,183,212,225
ML03397a,12,18,15,3,9,23,8,9
ML03398a,3,32,6,1,16,29,0,0
ML03399a,1260,1015,1054,512,837,285,521,1183
ML034310a,155,141,125,127,118,105,125,109
ML034311a,206,168,181,157,203,151,164,166
ML034312a,540,486,443,529,414,426,347,394
ML034313a,843,1036,933,873,1126,897,727,775
ML034314a,2079,890,1243,592,1408,1216,637,2289
ML034315a,453,383,388,558,194,136,306,444
ML034316a,14,12,16,7,24,16,16,15
ML034317a,461,411,411,404,288,230,184,277
ML034318a,67,118,155,67,142,96,62,53
ML034319a,4,1,0,2,28,18,24,24
ML03431a,108,301,253,120,27,30,13,34
ML034320a,225,152,188,125,335,151,89,140
ML034321a,617,423,506,577,610,479,514,580
ML034322a,0,0,0,0,0,0,0,0
ML034323a,0,0,0,0,0,0,0,0
ML034324a,2,16,3,1,14,10,21,17
ML034325a,0,0,1,0,41,15,41,26
ML034326a,189,173,137,131,258,129,116,135
ML034327a,153,130,166,143,32,133,94,106
ML034328a,0,0,1,0,1,0,0,1
ML034329a,557,539,528,470,149,439,315,339
ML03432a,1,0,0,1,37,21,21,51
ML034330a,385,383,377,379,1342,804,1177,1038
ML034331a,0,1,2,0,0,1,2,0
ML034332a,2,3,0,0,2016,10308,13598,6202
ML034333a,0,0,0,0,0,0,0,0
ML034334a,23288,76895,65076,94170,4216,6801,14845,10235
ML034335a,0,0,0,0,0,0,0,0
ML034336a,25116,74297,59568,84219,5130,6048,14005,9833
ML034337a,23833,65985,54903,68637,4151,5805,13277,9639
ML034338a,634,2120,1851,2464,184,252,469,313
ML03433a,7555,7331,8039,6188,4025,5059,3854,5358
ML03434a,17,42,30,42,35,28,38,35
ML03435a,12,3,9,3,5,15,1,8
ML03436a,19,6,46,26,4,18,1,5
ML03437a,24,9,24,30,1,4,0,4
ML03438a,28,32,35,18,12,20,24,16
ML03439a,87,101,95,62,25,56,82,88
ML03441a,221,211,208,204,283,219,228,251
ML03442a,1,3,1,1,5,6,12,7
ML03443a,15,26,16,35,38,15,30,18
ML03444a,4606,2804,2699,6618,78,232,318,361
ML03445a,36977,2247,10236,83,39716,20663,7258,30942
ML03446a,191,181,158,201,131,24,158,155
ML03447a,1202,1189,1250,1197,1361,1102,1103,1065
ML03448a,0,0,2,0,156,79,49,106
ML03451a,31,53,46,35,16,32,25,25
ML03452a,176,302,254,265,182,161,181,169
ML03453a,2956,5207,5589,6445,1399,1022,2103,1921
ML03454a,1887,1742,2470,1813,4727,2038,1824,2045
ML03455a,0,0,0,0,0,0,0,0
ML034610a,135,58,96,326,34,426,234,1314
ML034611a,121,199,177,211,139,118,128,115
ML034612a,28,39,27,23,65,18,19,23
ML034613a,44,38,52,37,113,44,85,59
ML034614a,0,4,1,13,349,551,638,740
ML034615a,82,66,94,73,137,89,65,81
ML034616a,261,279,299,217,327,245,165,209
ML034617a,193,169,171,150,186,158,114,155
ML034618a,222,256,219,224,284,235,195,196
ML034619a,0,0,0,0,0,0,0,0
ML03461a,0,0,4,2,1,0,2,0
ML034620a,374,543,457,521,488,315,464,400
ML034621a,130,138,173,98,293,124,243,176
ML034622a,0,0,0,1,4,1,0,4
ML034623a,8,7,4,0,3,0,2,6
ML034624a,769,565,774,775,702,626,548,641
ML034625a,157,213,222,170,242,182,100,104
ML034626a,958,847,993,870,818,767,660,769
ML034627a,306,393,412,426,340,271,283,319
ML034628a,0,0,0,0,0,0,0,0
ML034629a,564,34,126,42,367,288,133,243
ML03462a,5,22,3,0,12,0,4,4
ML034630a,1,8,6,5,17,14,25,8
ML034631a,254,14,64,3,91,120,2,84
ML034632a,54,63,40,74,49,54,58,86
ML034633a,11,16,20,28,9,14,28,18
ML034634a,1046,1665,1324,1381,785,797,1291,1204
ML034635a,10392,11009,11959,9528,16423,8403,7567,9467
ML034636a,1091,926,972,638,966,802,663,850
ML034637a,5477,7543,7232,6917,11454,4316,5360,5751
ML034638a,309,253,366,261,324,218,197,270
ML034639a,708,503,553,534,481,573,420,487
ML03463a,4,18,0,1,6,0,0,1
ML034640a,67,48,74,112,1,0,0,3
ML034641a,439,350,376,418,352,382,329,341
ML034642a,834,729,819,836,953,665,506,582
ML034643a,26,30,34,28,81,72,101,75
ML034644a,660,614,694,731,749,430,447,608
ML034645a,257,242,253,265,233,188,181,181
ML034646a,458,11,156,0,290,498,23,196
ML034647a,291,6,122,0,198,296,14,160
ML034648a,2128,54,482,1,1793,738,72,751
ML034649b,96,103,95,102,199,118,240,203
ML03464a,3,2,5,0,23,7,7,15
ML034650a,5,0,0,6,0,0,0,1
ML034651a,11,2,0,25,0,1,1,4
ML034652a,40,12,36,2,1,0,3,36
ML034653a,25,18,69,0,0,0,0,20
ML034654a,2,1,3,6,1,10,6,1
ML034655a,0,0,0,0,0,0,0,0
ML034656a,1286,1166,1585,1166,1017,957,703,1060
ML034657a,1786,4120,4230,4614,3851,2172,3033,3058
ML034658a,1,0,1,2,0,1,1,4
ML034659a,601,824,595,738,333,582,584,477
ML03465a,317,321,300,267,330,201,184,310
ML034660a,271,277,272,209,263,228,157,206
ML034661a,439,359,442,382,438,362,278,337
ML034662a,412,405,477,431,448,430,367,372
ML034663a,44,52,51,64,59,49,52,41
ML034664a,673,727,733,782,843,628,608,674
ML034665a,180,247,190,192,164,171,215,132
ML034666a,256,596,716,292,462,383,334,184
ML034667a,2,32,24,23,4,4,4,2
ML034668a,535,380,394,385,366,297,238,450
ML034669a,4,35,12,4,4,4,2,3
ML03466a,179,312,231,208,197,105,188,222
ML034670a,797,702,683,612,467,647,582,510
ML034671a,165,200,170,128,272,158,137,135
ML034672a,4,11,113,9,8,20,21,9
ML03467a,1686,2125,2214,2125,1954,1585,1562,1635
ML03468a,205,234,290,337,76,131,91,72
ML03469a,6,6,4,6,3,6,0,5
ML03471a,11,15,2,2,4,5,6,6
ML03472a,47,46,47,36,46,26,27,32
ML03473a,5233,7541,6873,6707,6849,4595,4349,4702
ML03474a,457,584,597,653,496,399,466,419
ML03475a,81,116,117,143,154,99,101,106
ML03491a,141,152,184,152,74,112,91,84
ML03492a,58,59,64,64,27,45,45,41
ML03493a,23,15,16,14,72,79,72,51
ML03494a,173,195,180,205,82,130,117,127
ML03495a,0,0,0,0,0,0,0,0
ML035010a,1340,1842,1668,1843,610,617,724,680
ML035011a,4466,9657,10081,1987,2146,628,741,789
ML035012a,0,0,0,0,0,0,0,0
ML035013a,1244,1466,1383,1093,4,31,7,54
ML035014a,0,2,1,0,0,0,0,0
ML035015a,197,153,76,87,169,525,550,291
ML035016a,26,37,31,37,49,31,21,34
ML035017a,647,673,606,811,374,471,359,439
ML03501a,0,0,0,0,0,1,0,0
ML03502a,77,72,90,66,181,160,202,181
ML03503a,63,71,81,52,105,44,61,54
ML03504a,6334,7035,7843,7212,8523,5381,5113,5324
ML03505a,7016,7956,8621,8907,8010,5597,5607,5193
ML03506a,251,276,304,280,228,200,179,188
ML03507a,4,3,5,2,9,2,0,5
ML03508a,4580,6049,5134,3687,3843,3986,7652,6429
ML03509a,62,102,90,43,1964,893,1028,1401
